Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login by Different Account,Chrome 132.0.0.0,,,04-02-2025 22:30:15,04-02-2025 22:31:21,"1m - 5,937s",PASSED
,,,,,,,
Test Cases/Login by Fifth Account - error_user,Chrome 132.0.0.0,,,04-02-2025 22:30:15,04-02-2025 22:30:23,"7,449s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:30:15,04-02-2025 22:30:18,"2,325s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:30:18,04-02-2025 22:30:18,"0,483s",PASSED
com.test.swaglabs.CustomLogin.WebLoginFifthAccount(),Chrome 132.0.0.0,,,04-02-2025 22:30:18,04-02-2025 22:30:22,"3,682s",PASSED
"verifyTextPresent(""Products"", false)",Chrome 132.0.0.0,,,04-02-2025 22:30:22,04-02-2025 22:30:22,"0,432s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:30:22,04-02-2025 22:30:23,"0,266s",PASSED
,,,,,,,
Test Cases/Login by Fourth Account - performance_glitch_user,Chrome 132.0.0.0,,,04-02-2025 22:30:23,04-02-2025 22:30:33,"10,526s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:30:23,04-02-2025 22:30:24,"0,976s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:30:24,04-02-2025 22:30:24,"0,652s",PASSED
com.test.swaglabs.CustomLogin.WebLoginFourthAccount(),Chrome 132.0.0.0,,,04-02-2025 22:30:24,04-02-2025 22:30:32,"8,078s",PASSED
"verifyTextPresent(""Add to cart"", false)",Chrome 132.0.0.0,,,04-02-2025 22:30:32,04-02-2025 22:30:33,"0,498s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:30:33,04-02-2025 22:30:33,"0,251s",PASSED
,,,,,,,
Test Cases/Login by Second Account - locked_out_user,Chrome 132.0.0.0,,,04-02-2025 22:30:33,04-02-2025 22:31:08,"34,907s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:30:33,04-02-2025 22:30:34,"1,091s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:30:34,04-02-2025 22:30:35,"0,522s",PASSED
com.test.swaglabs.CustomLogin.WebLoginSecondAccount(),Chrome 132.0.0.0,,,04-02-2025 22:30:35,04-02-2025 22:30:38,"2,911s",PASSED
"verifyTextPresent(""Epic sadface: Sorry, this user has been locked out."", false)",Chrome 132.0.0.0,,,04-02-2025 22:30:38,04-02-2025 22:31:08,"30,065s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:31:08,04-02-2025 22:31:08,"0,244s",PASSED
,,,,,,,
Test Cases/Login by Sixth Account - visual_user,Chrome 132.0.0.0,,,04-02-2025 22:31:08,04-02-2025 22:31:13,"5,204s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:31:08,04-02-2025 22:31:09,"0,997s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:31:09,04-02-2025 22:31:10,"0,493s",PASSED
com.test.swaglabs.CustomLogin.WebLoginSixthAccount(),Chrome 132.0.0.0,,,04-02-2025 22:31:10,04-02-2025 22:31:13,"2,961s",PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/span_Name (A to Z)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""), 10)",Chrome 132.0.0.0,,,04-02-2025 22:31:13,04-02-2025 22:31:13,"0,405s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:31:13,04-02-2025 22:31:13,"0,240s",PASSED
,,,,,,,
Test Cases/Login by Third Account - problem_user,Chrome 132.0.0.0,,,04-02-2025 22:31:13,04-02-2025 22:31:21,"7,616s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 22:31:13,04-02-2025 22:31:14,"1,017s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 22:31:14,04-02-2025 22:31:19,"4,560s",PASSED
com.test.swaglabs.CustomLogin.WebLoginThirdAccount(),Chrome 132.0.0.0,,,04-02-2025 22:31:19,04-02-2025 22:31:20,"1,310s",PASSED
"verifyTextPresent(""Add to cart"", false)",Chrome 132.0.0.0,,,04-02-2025 22:31:20,04-02-2025 22:31:21,"0,503s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,04-02-2025 22:31:21,04-02-2025 22:31:21,"0,164s",PASSED
