Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sorting,Chrome 132.0.0.0,,,06-02-2025 14:31:08,06-02-2025 14:31:44,"35,911s",PASSED
,,,,,,,
Test Cases/Positive Cases - Sorting - Name(A to Z),Chrome 132.0.0.0,,,06-02-2025 14:31:08,06-02-2025 14:31:22,"14,168s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,06-02-2025 14:31:09,06-02-2025 14:31:16,"6,984s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,06-02-2025 14:31:16,06-02-2025 14:31:18,"1,764s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,06-02-2025 14:31:18,06-02-2025 14:31:20,"2,035s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,06-02-2025 14:31:20,06-02-2025 14:31:21,"0,616s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,06-02-2025 14:31:21,06-02-2025 14:31:21,"0,579s",PASSED
com.test.swaglabs.resetstate.ResetAppState.clickStateAtoZ(),Chrome 132.0.0.0,,,06-02-2025 14:31:21,06-02-2025 14:31:21,"0,027s",NOT_RUN
"verifyElementPresent(findTestObject(""Page_Swag Labs/div_ProductsName (A to Z)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""), 0)",Chrome 132.0.0.0,,,06-02-2025 14:31:21,06-02-2025 14:31:22,"0,397s",PASSED
"click(findTestObject(""Page_Swag Labs/span_Name (A to Z)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""))",Chrome 132.0.0.0,,,06-02-2025 14:31:22,06-02-2025 14:31:22,"0,450s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,06-02-2025 14:31:22,06-02-2025 14:31:22,"0,435s",PASSED
,,,,,,,
Test Cases/Positive Cases - Sorting - Name(Z to A),Chrome 132.0.0.0,,,06-02-2025 14:31:22,06-02-2025 14:31:30,"8,014s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,06-02-2025 14:31:23,06-02-2025 14:31:25,"2,578s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,06-02-2025 14:31:25,06-02-2025 14:31:27,"1,555s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,06-02-2025 14:31:27,06-02-2025 14:31:28,"1,564s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,06-02-2025 14:31:28,06-02-2025 14:31:29,"0,373s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,06-02-2025 14:31:29,06-02-2025 14:31:29,"0,570s",PASSED
com.test.swaglabs.resetstate.ResetAppState.clickStateAtoZ(),Chrome 132.0.0.0,,,06-02-2025 14:31:29,06-02-2025 14:31:29,"0,005s",NOT_RUN
