Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Positive Cases,Chrome 132.0.0.0,,,04-02-2025 20:21:50,04-02-2025 20:22:21,"30,149s",PASSED
,,,,,,,
Test Cases/Positive Cases - Add to Cart - Is Equal to 3 Items,Chrome 132.0.0.0,,,04-02-2025 20:21:51,04-02-2025 20:22:08,"17,192s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,04-02-2025 20:21:51,04-02-2025 20:21:53,"2,336s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,04-02-2025 20:21:53,04-02-2025 20:21:54,"0,754s",PASSED
"setText(findTestObject(""Page_Swag Labs/input_Swag Labs_user-name""), Username1)",Chrome 132.0.0.0,,,04-02-2025 20:21:54,04-02-2025 20:21:56,"1,982s",PASSED
"setEncryptedText(findTestObject(""Page_Swag Labs/input_Swag Labs_password""), Password)",Chrome 132.0.0.0,,,04-02-2025 20:21:56,04-02-2025 20:21:56,"0,379s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,04-02-2025 20:21:56,04-02-2025 20:21:57,"0,360s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_add_to_cart_backpack-button""))",Chrome 132.0.0.0,,,04-02-2025 20:21:57,04-02-2025 20:21:57,"0,520s",PASSED
delay(2),Chrome 132.0.0.0,,,04-02-2025 20:21:57,04-02-2025 20:21:59,"2,037s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_add_to_cart_boltshirt-button""))",Chrome 132.0.0.0,,,04-02-2025 20:21:59,04-02-2025 20:22:00,"0,344s",PASSED
delay(2),Chrome 132.0.0.0,,,04-02-2025 20:22:00,04-02-2025 20:22:02,"2,012s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_add_to_cart_bikelight-button""))",Chrome 132.0.0.0,,,04-02-2025 20:22:02,04-02-2025 20:22:02,"0,325s",PASSED
