Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login to Swag Labs - Positive Cases,Chrome 132.0.0.0,,,03-02-2025 11:52:03,03-02-2025 11:52:17,"13,334s",PASSED
,,,,,,,
Test Cases/Positive Cases - Login with first account - standard_user,Chrome 132.0.0.0,,,03-02-2025 11:52:04,03-02-2025 11:52:11,"7,369s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,03-02-2025 11:52:04,03-02-2025 11:52:07,"2,425s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,03-02-2025 11:52:07,03-02-2025 11:52:07,"0,604s",PASSED
com.test.swaglabs.CustomLogin.WebLoginFirstAccount(),Chrome 132.0.0.0,,,03-02-2025 11:52:07,03-02-2025 11:52:10,"3,095s",PASSED
"setText(findTestObject(""Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,03-02-2025 11:52:10,03-02-2025 11:52:10,"0,006s",NOT_RUN
"setEncryptedText(findTestObject(""Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,03-02-2025 11:52:10,03-02-2025 11:52:10,"0,006s",NOT_RUN
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,03-02-2025 11:52:10,03-02-2025 11:52:10,"0,007s",NOT_RUN
"verifyTextPresent(""Products"", false)",Chrome 132.0.0.0,,,03-02-2025 11:52:10,03-02-2025 11:52:11,"0,443s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,03-02-2025 11:52:11,03-02-2025 11:52:11,"0,313s",PASSED
,,,,,,,
Test Cases/Positive Cases - Login SwagLabs,Chrome 132.0.0.0,,,03-02-2025 11:52:11,03-02-2025 11:52:17,"5,726s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,03-02-2025 11:52:11,03-02-2025 11:52:12,"1,201s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,03-02-2025 11:52:12,03-02-2025 11:52:13,"0,548s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,03-02-2025 11:52:13,03-02-2025 11:52:15,"2,389s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,03-02-2025 11:52:15,03-02-2025 11:52:16,"0,379s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,03-02-2025 11:52:16,03-02-2025 11:52:16,"0,367s",PASSED
"verifyTextPresent(""Products"", false)",Chrome 132.0.0.0,,,03-02-2025 11:52:16,03-02-2025 11:52:17,"0,500s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,03-02-2025 11:52:17,03-02-2025 11:52:17,"0,250s",PASSED
