Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sorting,Chrome 132.0.0.0,,,02-02-2025 18:40:49,02-02-2025 18:41:11,"22,706s",PASSED
,,,,,,,
Test Cases/Positive Cases - Sorting - Name(A to Z),Chrome 132.0.0.0,,,02-02-2025 18:40:49,02-02-2025 18:40:56,"7,285s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,02-02-2025 18:40:49,02-02-2025 18:40:51,"2,120s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,02-02-2025 18:40:51,02-02-2025 18:40:52,"0,749s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,02-02-2025 18:40:52,02-02-2025 18:40:54,"2,037s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 132.0.0.0,,,02-02-2025 18:40:54,02-02-2025 18:40:54,"0,525s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,02-02-2025 18:40:54,02-02-2025 18:40:55,"0,459s",PASSED
com.test.swaglabs.resetstate.ResetAppState.clickStateAtoZ(),Chrome 132.0.0.0,,,02-02-2025 18:40:55,02-02-2025 18:40:55,"0,000s",NOT_RUN
"verifyElementPresent(findTestObject(""Page_Swag Labs/div_ProductsName (A to Z)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""), 0)",Chrome 132.0.0.0,,,02-02-2025 18:40:55,02-02-2025 18:40:55,"0,414s",PASSED
"click(findTestObject(""Page_Swag Labs/span_Name (A to Z)Name (A to Z)Name (Z to A)Price (low to high)Price (high to low)""))",Chrome 132.0.0.0,,,02-02-2025 18:40:55,02-02-2025 18:40:56,"0,466s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,02-02-2025 18:40:56,02-02-2025 18:40:56,"0,201s",PASSED
,,,,,,,
Test Cases/Positive Cases - Sorting - Name(Z to A),Chrome 132.0.0.0,,,02-02-2025 18:40:56,02-02-2025 18:41:02,"6,142s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,02-02-2025 18:40:56,02-02-2025 18:40:58,"1,422s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,02-02-2025 18:40:58,02-02-2025 18:40:58,"0,577s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 132.0.0.0,,,02-02-2025 18:40:58,02-02-2025 18:41:00,"2,181s",PASSED
