Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Negative Cases - Add to Cart,Chrome 132.0.0.0,,,05-02-2025 20:54:33,05-02-2025 20:55:01,"27,375s",PASSED
,,,,,,,
Test Cases/Negative Cases - Remove All Item from Cart,Chrome 132.0.0.0,,,05-02-2025 20:54:33,05-02-2025 20:54:34,"0,250s",PASSED
return null,Chrome 132.0.0.0,,,05-02-2025 20:54:34,05-02-2025 20:54:34,"0,005s",PASSED
,,,,,,,
Test Cases/Negative Cases - Remove Item from Cart,Chrome 132.0.0.0,,,05-02-2025 20:54:34,05-02-2025 20:54:34,"0,030s",PASSED
return null,Chrome 132.0.0.0,,,05-02-2025 20:54:34,05-02-2025 20:54:34,"0,001s",PASSED
,,,,,,,
Test Cases/Negative Cases - Cancel the checkout - Cart is null,Chrome 132.0.0.0,,,05-02-2025 20:54:34,05-02-2025 20:54:46,"12,011s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,05-02-2025 20:54:34,05-02-2025 20:54:36,"2,207s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,05-02-2025 20:54:36,05-02-2025 20:54:37,"0,741s",PASSED
"setText(findTestObject(""Page_Swag Labs/input_Swag Labs_user-name""), Username1)",Chrome 132.0.0.0,,,05-02-2025 20:54:37,05-02-2025 20:54:39,"2,283s",PASSED
"setText(findTestObject(""Page_Swag Labs/input_Swag Labs_password""), Password2)",Chrome 132.0.0.0,,,05-02-2025 20:54:39,05-02-2025 20:54:40,"0,708s",PASSED
"click(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,05-02-2025 20:54:40,05-02-2025 20:54:40,"0,424s",PASSED
"click(findTestObject(""Page_Swag Labs/a_Swag Labs_shopping_cart_link""))",Chrome 132.0.0.0,,,05-02-2025 20:54:40,05-02-2025 20:54:41,"0,501s",PASSED
"click(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/button_Checkout""))",Chrome 132.0.0.0,,,05-02-2025 20:54:41,05-02-2025 20:54:41,"0,621s",PASSED
"setText(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Checkout Your Information_firstName""), ""testing"")",Chrome 132.0.0.0,,,05-02-2025 20:54:41,05-02-2025 20:54:42,"0,948s",PASSED
"setText(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Checkout Your Information_lastName""), ""sha"")",Chrome 132.0.0.0,,,05-02-2025 20:54:42,05-02-2025 20:54:43,"0,874s",PASSED
"setText(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Checkout Your Information_postalCode""), ""KT21219A"")",Chrome 132.0.0.0,,,05-02-2025 20:54:43,05-02-2025 20:54:44,"0,983s",PASSED
"click(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Cancel_continue""))",Chrome 132.0.0.0,,,05-02-2025 20:54:44,05-02-2025 20:54:45,"0,552s",PASSED
"click(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/button_Cancel""), STOP_ON_FAILURE)",Chrome 132.0.0.0,,,05-02-2025 20:54:45,05-02-2025 20:54:45,"0,607s",PASSED
closeBrowser(),Chrome 132.0.0.0,,,05-02-2025 20:54:45,05-02-2025 20:54:46,"0,345s",PASSED
,,,,,,,
Test Cases/Negative Cases - Checkout from Cart - Cart is null,Chrome 132.0.0.0,,,05-02-2025 20:54:46,05-02-2025 20:55:01,"14,855s",PASSED
"openBrowser("""")",Chrome 132.0.0.0,,,05-02-2025 20:54:46,05-02-2025 20:54:47,"1,439s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 132.0.0.0,,,05-02-2025 20:54:47,05-02-2025 20:54:51,"3,826s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), Username1)",Chrome 132.0.0.0,,,05-02-2025 20:54:51,05-02-2025 20:54:53,"2,219s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), Password2)",Chrome 132.0.0.0,,,05-02-2025 20:54:53,05-02-2025 20:54:54,"0,695s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 132.0.0.0,,,05-02-2025 20:54:54,05-02-2025 20:54:55,"0,485s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Swag Labs_shopping_cart_link""))",Chrome 132.0.0.0,,,05-02-2025 20:54:55,05-02-2025 20:54:55,"0,534s",PASSED
"click(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/button_Checkout""))",Chrome 132.0.0.0,,,05-02-2025 20:54:55,05-02-2025 20:54:56,"0,625s",PASSED
"setText(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Checkout Your Information_firstName""), ""testing"")",Chrome 132.0.0.0,,,05-02-2025 20:54:56,05-02-2025 20:54:57,"0,989s",PASSED
"setText(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Checkout Your Information_lastName""), ""sha"")",Chrome 132.0.0.0,,,05-02-2025 20:54:57,05-02-2025 20:54:58,"0,834s",PASSED
"setText(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/input_Checkout Your Information_postalCode""), ""KT21219A"")",Chrome 132.0.0.0,,,05-02-2025 20:54:58,05-02-2025 20:54:59,"0,931s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Page_Swag Labs/input_Cancel_continue""))",Chrome 132.0.0.0,,,05-02-2025 20:54:59,05-02-2025 20:54:59,"0,648s",PASSED
"click(findTestObject(""Object Repository/katalon_asisst_ai_swagLabs/Page_Swag Labs/button_Finish""))",Chrome 132.0.0.0,,,05-02-2025 20:54:59,05-02-2025 20:55:00,"0,569s",PASSED
